tender_id,title,url,start_date,end_date,end_time,region,city,price,categories,category_urls
85583328,"Поставка расходных материалов (Р-17, лот 2)",https://rostender.info/region/moskovskaya-oblast/odincovo/85583328-tender-postavka-rashodnyh-materialov-r-17-lot-2, 02.08.25,12.08.2025,10:00,Московская область,Город Одинцово,77 250 ₽,"['Медицинские расходные материалы, Средства реабилитации, Одноразовый медицинский инструмент']",['https://rostender.info/tendery-medicinskie-rashodnye-materialy-sredstva-reabilitacii-odnorazovyj-medicinskij-instrument']
85583327,"Поставка расходных материалов (Р-17, лот 3)",https://rostender.info/region/moskovskaya-oblast/odincovo/85583327-tender-postavka-rashodnyh-materialov-r-17-lot-3, 02.08.25,12.08.2025,10:00,Московская область,Город Одинцово,971 290 ₽,"['Медицинские расходные материалы, Средства реабилитации, Одноразовый медицинский инструмент']",['https://rostender.info/tendery-medicinskie-rashodnye-materialy-sredstva-reabilitacii-odnorazovyj-medicinskij-instrument']
85583343,"хоз. товары, дез. средства, моющие средства, хозяйственные и садовые инструменты",https://rostender.info/region/kirovskaya-oblast/kirov/85583343-tender-hoz-tovary-dez-sredstva-moyushchie-sredstva-hozyajstvennye-i-sadovye-instrumenty, 02.08.25,02.08.2025,19:23,Кировская область,г. Киров,378 878 ₽,"['Хозяйственные товары, Товары широкого потребления, Бытовая химия и парфюмерия']",['https://rostender.info/tendery-hozyajstvennye-tovary-tovary-shirokogo-potrebleniya-bytovaya-himiya-i-parfyumeriya']
85583319,"Закупка шпатлевки, рем. состава, пропиток, клея (заявка №998 для Кислорода) для АО Невинномысский азот , г. Невинномысск",https://rostender.info/region/stavropolskij-kraj/nevinnomyssk/85583319-tender-zakupka-shpatlevki-remsostava-propitok-kleya-zayavka-998-dlya-kisloroda-dlya-ao-nevinnomysskij-azot-g-nevinnomyssk, 02.08.25,06.08.2025,17:00,Ставропольский край,г. Невинномысск,—,['Отделочные материалы'],['https://rostender.info/tendery-otdelochnye-materialy']
85583322,"Закупка оригинальных фильтров DONALDSON воздушных, масляных, топливных (РЛ)",https://rostender.info/region/murmanskaya-oblast/85583322-tender-zakupka-originalnyh-filtrov-donaldson-vozdushnyh-maslyanyh-toplivnyh-rl, 02.08.25,08.08.2025,12:00,Мурманская область,"Кольский район,  поселок городского типа Мурмаши",—,"['Очистное и Фильтрующее оборудование и материалы, монтаж и обслуживание']",['https://rostender.info/tendery-ochistnoe-i-filtruyushchee-oborudovanie-i-materialy-montaj-i-obslujivanie']
85583316,Закупка корпусов,https://rostender.info/region/astrahanskaya-oblast/astrahan/85583316-tender-zakupka-korpusov, 02.08.25,05.08.2025,17:39,Астраханская область,Астрахань,30 000 ₽,"['Электрическая распределительная и регулирующая аппаратура, Электроустановочные изделия, Электронные компоненты']",['https://rostender.info/tendery-elektricheskaya-raspredelitelnaya-i-reguliruyushchaya-apparatura-elektroustanovochnye-izdeliya-elektronnye-komponenty']
85583338,Технические газы и газовое оборудование,https://rostender.info/region/moskva-gorod/85583338-tender-tehnicheskie-gazy-i-gazovoe-oborudovanie, 02.08.25,03.08.2025,,Москва город,г. Москва,—,['Технические газы'],['https://rostender.info/tendery-tehnicheskie-gazy']
85583332,Щебень и отсев,https://rostender.info/region/moskva-gorod/85583332-tender-shcheben-i-otsev, 02.08.25,26.08.2025,,Москва город,г. Москва,—,"['Продукция каменных карьеров, щебень, песок, глина']",['https://rostender.info/tendery-produkciya-kamennyh-karerov-shcheben-pesok-glina']
85583335,Проектирование здания АБК железнодорожного участка для ООО Эллада 202507_1597,https://rostender.info/region/tatarstan-respublika/zainsk/85583335-tender-proektirovanie-zdaniya-abk-jeleznodorojnogo-uchastka-dlya-ooo-ellada-2025071597, 02.08.25,06.08.2025,16:00,Татарстан республика,г. Заинск,—,"['Проектные работы в области строительства и ремонта зданий, внутридомовых сетей']",['https://rostender.info/tendery-proektnye-raboty-v-oblasti-stroitelstva-i-remonta-zdanij-vnutridomovyh-setej']
85583334,Метизы,https://rostender.info/region/sevastopol-gorod/85583334-tender-metizy, 02.08.25,04.08.2025,,Севастополь город,Город Севастополь,—,"['Метизы, Крепежные изделия']",['https://rostender.info/tendery-metizy-krepejnye-izdeliya']
85583336,Сварочный инструмент; Электробензоинструмент,https://rostender.info/region/moskva-gorod/85583336-tender-svarochnyj-instrument-elektrobenzoinstrument, 02.08.25,29.07.2025,,Москва город,г. Москва,—,"['Инструменты', 'Оборудование для сварки и спайки, его обслуживание. Электроды']","['https://rostender.info/tendery-instrumenty', 'https://rostender.info/tendery-oborudovanie-dlya-svarki-i-spajki-ego-obslujivanie-elektrody']"
85583312,Поставка штатива для вливаний растворов для нужд АРО,https://rostender.info/region/nijegorodskaya-oblast/nijnij-novgorod/85583312-tender-postavka-shtativa-dlya-vlivanij-rastvorov-dlya-nujd-aro, 02.08.25,13.08.2025,09:00,Нижегородская область,г. Нижний Новгород,37 685 ₽,"['Медицинское оборудование, Медицинская техника, Медицинский инструмент']",['https://rostender.info/tendery-medicinskoe-oborudovanie-medicinskaya-tehnika-medicinskij-instrument']
85583326,Закупка клапана регулирующего трехходового TRV-3 Ду80Ру16,https://rostender.info/region/astrahanskaya-oblast/astrahan/85583326-tender-zakupka-klapana-reguliruyushchego-trehhodovogo-trv-3-du80ru16, 02.08.25,05.08.2025,17:53,Астраханская область,Астрахань,—,"['Трубопроводная и запорная арматура, радиаторы']",['https://rostender.info/tendery-truboprovodnaya-i-zapornaya-armatura-radiatory']
85583325,Закупка циркуляционного насоса DAB BPH 150360. 80Т (2870ВТ),https://rostender.info/region/astrahanskaya-oblast/astrahan/85583325-tender-zakupka-cirkulyacionnogo-nasosa-dab-bph-15036080t-2870vt, 02.08.25,05.08.2025,17:48,Астраханская область,Астрахань,—,"['Насосное и водонапорное оборудование, Компрессоры, монтаж и обслуживание']",['https://rostender.info/tendery-nasosnoe-i-vodonapornoe-oborudovanie-kompressory-montaj-i-obslujivanie']
85583321,Поставка коммутационного оборудования для нужд ГлавУпДК при МИД России,https://rostender.info/region/moskva-gorod/85583321-tender-postavka-kommutacionnogo-oborudovaniya-dlya-nujd-glavupdk-pri-mid-rossii, 02.08.25,08.08.2025,11:00,Москва город,г. Москва,3 695 918 ₽,"['Телекоммуникационное оборудование и материалы, Оборудование связи']",['https://rostender.info/tendery-telekommunikacionnoe-oborudovanie-i-materialy-oborudovanie-svyazi']
85583323,Поставка аппаратно-программного комплекса шифрования (криптошлюза) для нужд ГлавУпДК при МИД России,https://rostender.info/region/moskva-gorod/85583323-tender-postavka-apparatno-programmnogo-kompleksa-shifrovaniya-kriptoshlyuza-dlya-nujd-glavupdk-pri-mid-rossii, 02.08.25,08.08.2025,11:00,Москва город,г. Москва,524 953 ₽,['Оборудование для защиты информации'],['https://rostender.info/tendery-oborudovanie-dlya-zashchity-informacii']
85583320,"Закупка строительных материалов (заявки №№961, 964, 1004, 1017 для БРВ) для АО Невинномысский азот , г. Невинномысск",https://rostender.info/region/stavropolskij-kraj/nevinnomyssk/85583320-tender-zakupka-stroitelnyh-materialov-zayavki-961-964-1004-1017-dlya-brv-dlya-ao-nevinnomysskij-azot-g-nevinnomyssk, 02.08.25,08.08.2025,18:00,Ставропольский край,г. Невинномысск,—,['Строительные материалы'],['https://rostender.info/tendery-stroitelnye-materialy']
85583318,Закупка товаров (32. 50. 13. 110-00004580 Шприц общего назначения ),https://rostender.info/region/rostovskaya-oblast/rostov-na-donu/85583318-tender-zakupka-tovarov-325013110-00004580-shpric-obshchego-naznacheniya, 02.08.25,02.08.2025,16:40,Ростовская область,г. Ростов-на-Дону,35 700 ₽,"['Медицинские расходные материалы, Средства реабилитации, Одноразовый медицинский инструмент']",['https://rostender.info/tendery-medicinskie-rashodnye-materialy-sredstva-reabilitacii-odnorazovyj-medicinskij-instrument']
85583308,Поставка брендированной продукции в целях реализации мероприятия Региональный чемпионат по оказанию первой помощи. Астраханская область (ИД 25/29165),https://rostender.info/region/astrahanskaya-oblast/85583308-tender-postavka-brendirovannoj-produkcii-v-celyah-realizacii-meropriyatiya-regionalnyj-chempionat-po-okazaniyu-pervoj-pomoshchi, 02.08.25,11.08.2025,10:00,Астраханская область,Астраханская обл,—,['Полиграфическая печатная продукция. Полиграфические услуги'],['https://rostender.info/tendery-poligraficheskaya-pechatnaya-produkciya-poligraficheskie-uslugi']
85583317,образовательные услуги по обучению,https://rostender.info/region/murmanskaya-oblast/polyarnyj/85583317-tender-obrazovatelnye-uslugi-po-obucheniyu, 02.08.25,02.08.2025,14:00,Мурманская область,г. Полярный,22 000 ₽,['Услуги в области образования и повышения квалификации'],['https://rostender.info/tendery-uslugi-v-oblasti-obrazovaniya-i-povysheniya-kvalifikacii']
85583305,Электроустановочная продукция,https://rostender.info/region/moskva-gorod/85583305-tender-elektroustanovochnaya-produkciya, 02.08.25,04.08.2025,,Москва город,г. Москва,—,"['Электрическая распределительная и регулирующая аппаратура, Электроустановочные изделия, Электронные компоненты']",['https://rostender.info/tendery-elektricheskaya-raspredelitelnaya-i-reguliruyushchaya-apparatura-elektroustanovochnye-izdeliya-elektronnye-komponenty']
85583304,Бетон,https://rostender.info/region/astrahanskaya-oblast/85583304-tender-beton, 02.08.25,02.08.2025,,Астраханская область,Астраханская обл,—,['Строительные материалы'],['https://rostender.info/tendery-stroitelnye-materialy']
85583303,Бетон,https://rostender.info/region/astrahanskaya-oblast/85583303-tender-beton, 02.08.25,02.08.2025,,Астраханская область,Астраханская обл,—,['Строительные материалы'],['https://rostender.info/tendery-stroitelnye-materialy']
85583306,"Комплектующие для отделки; Клеи; Расходники (пена, герметик); Метизы",https://rostender.info/region/moskva-gorod/85583306-tender-komplektuyushchie-dlya-otdelki-klei-rashodniki-pena-germetik-metizy, 02.08.25,05.08.2025,,Москва город,г. Москва,—,"['Строительные материалы', 'Краски, Лаки, Клеи']","['https://rostender.info/tendery-stroitelnye-materialy', 'https://rostender.info/tendery-kraski-laki-klei']"
85583302,Канализационные трубы,https://rostender.info/region/moskva-gorod/85583302-tender-kanalizacionnye-truby, 02.08.25,06.08.2025,,Москва город,г. Москва,—,['Металлические трубы'],['https://rostender.info/tendery-metallicheskie-truby']
85583301,Инструмент ручной,https://rostender.info/region/moskva-gorod/85583301-tender-instrument-ruchnoj, 02.08.25,06.08.2025,,Москва город,г. Москва,—,['Инструменты'],['https://rostender.info/tendery-instrumenty']
85583315,Закупка фильтра,https://rostender.info/region/astrahanskaya-oblast/astrahan/85583315-tender-zakupka-filtra, 02.08.25,05.08.2025,17:34,Астраханская область,Астрахань,3 000 ₽,"['Очистное и Фильтрующее оборудование и материалы, монтаж и обслуживание']",['https://rostender.info/tendery-ochistnoe-i-filtruyushchee-oborudovanie-i-materialy-montaj-i-obslujivanie']
85583313,Поставка изделий медицинского назначения из нетканых материалов для нужд отделений,https://rostender.info/region/nijegorodskaya-oblast/nijnij-novgorod/85583313-tender-postavka-izdelij-medicinskogo-naznacheniya-iz-netkanyh-materialov-dlya-nujd-otdelenij, 02.08.25,06.08.2025,08:00,Нижегородская область,г. Нижний Новгород,3 585 ₽,"['Медицинские расходные материалы, Средства реабилитации, Одноразовый медицинский инструмент']",['https://rostender.info/tendery-medicinskie-rashodnye-materialy-sredstva-reabilitacii-odnorazovyj-medicinskij-instrument']
85583314,Закупка муфт,https://rostender.info/region/astrahanskaya-oblast/astrahan/85583314-tender-zakupka-muft, 02.08.25,05.08.2025,16:51,Астраханская область,Астрахань,—,"['Полимерные, фторопластовые и другие пластиковые изделия технического назначения']",['https://rostender.info/tendery-polimernye-ftoroplastovye-i-drugie-plastikovye-izdeliya-tehnicheskogo-naznacheniya']
85583295,Текущий ремонт асфальтобетонного покрытия дороги ограниченной ул. Новая Стройка и ул. Красивая п. Соловьевка Оренбургского района Оренбургской области,https://rostender.info/region/orenburgskaya-oblast/85583295-tender-tekushchij-remont-asfaltobetonnogo-pokrytiya-dorogi-ogranichennoj-ul-novaya-strojka-i-ul-krasivaya-p-solovevka-orenburgskogo-rajona, 02.08.25,18.08.2025,07:00,Оренбургская область,"Оренбургский район,  поселок Соловьевка",11 425 186 ₽,"['Строительство, ремонт и обслуживание дорог, мостов, тоннелей  и ЖД путей']",['https://rostender.info/tendery-stroitelstvo-remont-i-obslujivanie-dorog-mostov-tonnelej--i-jd-putej']
85583294,"Папаниколау краситель ИВД, набор",https://rostender.info/region/sahalinskaya-oblast/nevelsk/85583294-tender-papanikolau-krasitel-ivd-nabor, 02.08.25,02.08.2025,15:22,Сахалинская область,Сахалинская обл;г. Невельск,33 643 ₽,"['Медицинские расходные материалы, Средства реабилитации, Одноразовый медицинский инструмент']",['https://rostender.info/tendery-medicinskie-rashodnye-materialy-sredstva-reabilitacii-odnorazovyj-medicinskij-instrument']
85583311,Поставка в 2025 году мониторов для обновления системы видеонаблюдения для нужд МБОУ Лицей № 15 г. Химки,https://rostender.info/region/moskovskaya-oblast/himki/85583311-tender-postavka-v-2025-godu-monitorov-dlya-obnovleniya-sistemy-videonablyudeniya-dlya-nujd-mbou-licej-15-g-himki, 02.08.25,07.08.2025,16:19,Московская область,г. Химки,90 600 ₽,"['Проектирование, монтаж и обслуживание сигнализации, пожароохранных, контрольно-пропускных систем и оборудования', 'Пожароохранное оборудование, сигнализация, видеонаблюдение, средства контроля доступа']","['https://rostender.info/tendery-proektirovanie-montaj-i-obslujivanie-signalizacii-pojaroohrannyh-kontrolno-propusknyh-sistem-i-oborudovaniya', 'https://rostender.info/tendery-pojaroohrannoe-oborudovanie-signalizaciya-videonablyudenie-sredstva-kontrolya-dostupa']"
85583293,"Организация питания обучающихся, получающих основное и среднее общее образование, и отдельных категорий обучающихся, получающих начальное общее образование, муниципального бюджетного образовательного учреждения Гимназии №2 городского округа Краснознаменск Московской области с 01 сентября 2025 года по 31 декабря 2025 года",https://rostender.info/region/moskovskaya-oblast/krasnoznamensk/85583293-tender-organizaciya-pitaniya-obuchayushchihsya-poluchayushchih-osnovnoe-i-srednee-obshchee-obrazovanie-i-otdelnyh-kategorij, 02.08.25,04.08.2025,16:00,Московская область,г. Краснознаменск,—,"['Услуги гостиниц и ресторанов, столовых. Организация питания']",['https://rostender.info/tendery-uslugi-gostinic-i-restoranov-stolovyh-organizaciya-pitaniya']
85583310,"C-реактивный белок (СРБ) ИВД, набор, реакция экспресс-агглютинации, клинический",https://rostender.info/region/sahalinskaya-oblast/nevelsk/85583310-tender-c-reaktivnyj-belok-srb-ivd-nabor-reakciya-ekspress-agglyutinacii-klinicheskij, 02.08.25,02.08.2025,16:02,Сахалинская область,Невельск,199 028 ₽,"['Медицинские расходные материалы, Средства реабилитации, Одноразовый медицинский инструмент']",['https://rostender.info/tendery-medicinskie-rashodnye-materialy-sredstva-reabilitacii-odnorazovyj-medicinskij-instrument']
85583287,"Сверло ступенчатое (6-38мм, 12 ступеней, ход 5мм) по металлу Энкор 21638",https://rostender.info/region/astrahanskaya-oblast/85583287-tender-sverlo-stupenchatoe-6-38mm-12-stupenej-hod-5mm-po-metallu-enkor-21638, 02.08.25,05.08.2025,10:00,Астраханская область,"Икрянинский район,  рабочий поселок Красные Баррикады",7 000 ₽,"['Инструменты', 'Металло- и дерево-обрабатывающее оборудование, Станки, монтаж и обслуживание']","['https://rostender.info/tendery-instrumenty', 'https://rostender.info/tendery-metallo--i-derevo-obrabatyvayushchee-oborudovanie-stanki-montaj-i-obslujivanie']"
85583284,Сальники,https://rostender.info/region/astrahanskaya-oblast/85583284-tender-salniki, 02.08.25,05.08.2025,10:00,Астраханская область,"Икрянинский район,  рабочий поселок Красные Баррикады",—,['Кабельно-проводниковая продукция'],['https://rostender.info/tendery-kabelno-provodnikovaya-produkciya']
85583286,Изоленты,https://rostender.info/region/astrahanskaya-oblast/85583286-tender-izolenty, 02.08.25,05.08.2025,10:00,Астраханская область,"Икрянинский район,  рабочий поселок Красные Баррикады",13 000 ₽,"['Электрокерамика, Изоляторы, Диэлектрики, прочие электроизоляционные материалы']",['https://rostender.info/tendery-elektrokeramika-izolyatory-dielektriki-prochie-elektroizolyacionnye-materialy']
85583285,Закупка сальников,https://rostender.info/region/astrahanskaya-oblast/astrahan/85583285-tender-zakupka-salnikov, 02.08.25,05.08.2025,16:38,Астраханская область,Астрахань,600 ₽,"['Трубопроводная и запорная арматура, радиаторы']",['https://rostender.info/tendery-truboprovodnaya-i-zapornaya-armatura-radiatory']
85583307,Спецодежда,https://rostender.info/region/moskva-gorod/85583307-tender-specodejda, 02.08.25,30.09.2025,,Москва город,г. Москва,—,"['Обувь, спецобувь, одежда, спецодежда']",['https://rostender.info/tendery-obuv-specobuv-odejda-specodejda']
85583300,Лампа светодиодная Camelion LED5-G45/830/Е27 5 Вт теплый белый свет,https://rostender.info/region/moskva-gorod/85583300-tender-lampa-svetodiodnaya-camelion-led5-g45830e27-5-vt-teplyj-belyj-svet, 02.08.25,05.08.2025,09:00,Москва город,г. Москва,38 000 ₽,"['Светотехническая продукция, Лампы и другое осветительное оборудование']",['https://rostender.info/tendery-svetotehnicheskaya-produkciya-lampy-i-drugoe-osvetitelnoe-oborudovanie']
85583298,Средство чистящее Prosept после ремонта 5 л,https://rostender.info/region/moskva-gorod/85583298-tender-sredstvo-chistyashchee-prosept-posle-remonta-5-l, 02.08.25,05.08.2025,09:00,Москва город,г. Москва,1 887 ₽,"['Хозяйственные товары, Товары широкого потребления, Бытовая химия и парфюмерия']",['https://rostender.info/tendery-hozyajstvennye-tovary-tovary-shirokogo-potrebleniya-bytovaya-himiya-i-parfyumeriya']
85583296,Песок речной,https://rostender.info/region/moskva-gorod/85583296-tender-pesok-rechnoj, 02.08.25,05.08.2025,09:00,Москва город,г. Москва,19 000 ₽,"['Продукция каменных карьеров, щебень, песок, глина']",['https://rostender.info/tendery-produkciya-kamennyh-karerov-shcheben-pesok-glina']
85583299,"ОБОРУДОВАНИЕ И ПРИБОРЫ ОСВЕТИТЕЛЬНЫЕ, ЛАМПЫ",https://rostender.info/region/moskva-gorod/85583299-tender-oborudovanie-i-pribory-osvetitelnye-lampy, 02.08.25,05.08.2025,09:00,Москва город,г. Москва,183 720 ₽,"['Светотехническая продукция, Лампы и другое осветительное оборудование']",['https://rostender.info/tendery-svetotehnicheskaya-produkciya-lampy-i-drugoe-osvetitelnoe-oborudovanie']
85583297,"Средство дезинфицирующее 1 л АЛМАДЕЗ, с моющим эффектом, концентрат, крышка",https://rostender.info/region/moskva-gorod/85583297-tender-sredstvo-dezinficiruyushchee-1-l-almadez-s-moyushchim-effektom-koncentrat-kryshka, 02.08.25,05.08.2025,09:00,Москва город,г. Москва,28 800 ₽,"['Хозяйственные товары, Товары широкого потребления, Бытовая химия и парфюмерия']",['https://rostender.info/tendery-hozyajstvennye-tovary-tovary-shirokogo-potrebleniya-bytovaya-himiya-i-parfyumeriya']
85583282,Поставка компьютерной техники и бытовой электроники,https://rostender.info/region/nijegorodskaya-oblast/nijnij-novgorod/85583282-tender-postavka-kompyuternoj-tehniki-i-bytovoj-elektroniki, 02.08.25,06.08.2025,12:00,Нижегородская область,г. Нижний Новгород,826 115 ₽,"['Бытовая техника (холодильники, телевизоры, микроволновые печи и пр.), ремонт и обслуживание']",['https://rostender.info/tendery-bytovaya-tehnika-holodilniki-televizory-mikrovolnovye-pechi-i-pr-remont-i-obslujivanie']
85583292,Оказание услуг по подготовке однодневного выставочного проекта,https://rostender.info/region/leningradskaya-oblast/gatchina/85583292-tender-okazanie-uslug-po-podgotovke-odnodnevnogo-vystavochnogo-proekta, 02.08.25,03.08.2025,15:00,Ленинградская область,г. Гатчина,395 000 ₽,"['Организация выставок, конференций, семинаров']",['https://rostender.info/tendery-organizaciya-vystavok-konferencij-seminarov']
85583291,ремонт оборудования пищеблока,https://rostender.info/region/leningradskaya-oblast/ivangorod/85583291-tender-remont-oborudovaniya-pishchebloka, 02.08.25,05.08.2025,00:00,Ленинградская область,г. Ивангород,5 800 ₽,"['Технологическое оборудование, монтаж и обслуживание']",['https://rostender.info/tendery-tehnologicheskoe-oborudovanie-montaj-i-obslujivanie']
85583290,Поставка автошин (ЗНЗ 0189),https://rostender.info/region/zabajkalskij-kraj/85583290-tender-postavka-avtoshin-znz-0189, 02.08.25,08.08.2025,17:00,Забайкальский край,"Каларский район,  село Чара",—,['Шины для автомобилей и спецтехники'],['https://rostender.info/tendery-shiny-dlya-avtomobilej-i-spectehniki']
85583289,Шприцы,https://rostender.info/region/kemerovskaya-oblast/novokuzneck/85583289-tender-shpricy, 02.08.25,06.08.2025,00:00,Кемеровская область,г. Новокузнецк,—,"['Медицинские расходные материалы, Средства реабилитации, Одноразовый медицинский инструмент']",['https://rostender.info/tendery-medicinskie-rashodnye-materialy-sredstva-reabilitacii-odnorazovyj-medicinskij-instrument']
85583288,Страхование ОСАГО Автобус ПАЗ,https://rostender.info/region/sankt-peterburg-gorod/85583288-tender-strahovanie-osago-avtobus-paz, 02.08.25,05.08.2025,14:00,Санкт-Петербург город,поселок Понтонный,—,['Услуги страхования'],['https://rostender.info/tendery-uslugi-strahovaniya']
85583271,Запорно-регулирующая трубопроводная арматура,https://rostender.info/region/moskovskaya-oblast/85583271-tender-zaporno-reguliruyushchaya-truboprovodnaya-armatura, 02.08.25,04.08.2025,,Московская область,Московская обл,—,"['Трубопроводная и запорная арматура, радиаторы']",['https://rostender.info/tendery-truboprovodnaya-i-zapornaya-armatura-radiatory']
85583270,"СИЗ; Стрейч, скотч, мешки; Инструмент ручной",https://rostender.info/region/leningradskaya-oblast/85583270-tender-siz-strejch-skotch-meshki-instrument-ruchnoj, 02.08.25,07.08.2025,,Ленинградская область,Ленинградская обл,—,"['Тара и упаковка', 'Хозяйственные товары, Товары широкого потребления, Бытовая химия и парфюмерия', 'Чай, Кофе, Какао, Соль, Сахар, Специи, Пищевые добавки, Консервы, Бакалея']","['https://rostender.info/tendery-tara-i-upakovka', 'https://rostender.info/tendery-hozyajstvennye-tovary-tovary-shirokogo-potrebleniya-bytovaya-himiya-i-parfyumeriya', 'https://rostender.info/tendery-chaj-kofe-kakao-sol-sahar-specii-pishchevye-dobavki-konservy-bakaleya']"
85583268,Бетон; АБН,https://rostender.info/region/sverdlovskaya-oblast/85583268-tender-beton-abn, 02.08.25,02.08.2025,,Свердловская область,Свердловская обл,—,['Строительные материалы'],['https://rostender.info/tendery-stroitelnye-materialy']
